APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9789115,R01,CE,5,N,8/23/2019,9/30/2019,9/29/2020,136,R01CE002996,SCHOOLS OF MEDICINE,RFA-CE-18-006,5R01CE002996-02,NCIPC:688258\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,SALT LAKE CITY,UNITED STATES,INTERNAL MEDICINE/MEDICINE,2,9095365,US,514002,UNIVERSITY OF UTAH,UT,841128930,"PROJECT NARRATIVE Medication assisted treatment combined with psychosocial services is the standard of care for opioid dependent pregnant women; however, it is not clear in the field which psychosocial service is optimal. One promising inter- vention is patient navigation (PN). This study will further develop and refine a PN intervention to prevent postnatal drug use relapse, establish protocols for a multisite randomized clinical trial, and pilot test the finalized interven- tion and multisite protocols within two health systems with high rates of opioid use disorder among pregnant women.",11018335; ,"COCHRAN, GERALD T.;",,9/30/2018,9/29/2021,,Optimizing Pregnancy and Treatment Interventions for Moms 2.0,2996,ZCE1,Special Emphasis Panel ,,,2,,,688258,
9791120,R21,OH,5,N,5/6/2019,9/30/2019,9/29/2020,262,R21OH011552,SCHOOLS OF MEDICINE,PAR-12-252,5R21OH011552-02,NIOSH:219627\,Non-SBIR/STTR RPGs,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,FARMINGTON,UNITED STATES,INTERNAL MEDICINE/MEDICINE,5,22254226,US,1506603,UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,CT,60305335,"Project Narrative The goals of the research are to improve the intelligibility of speech and the audibility of warning sounds for persons in a noisy environment who are required to wear hearing protection. The method for distinguishing desired sounds buried in noise, as they would be in a noisy occupational environment, from the noise involves electronically processing the sounds. Developing and evaluating the algorithms best suited to these purposes are the subjects of this proposal.",8253635; ,"BRAMMER, ANTHONY ;",,9/30/2018,9/29/2020,,Improving Communication In Noise When Wearing Hearing Protection,11552,SOH,Safety and Occupational Health Study Section ,,,2,,,219627,
9791314,R03,OH,5,N,5/21/2019,9/30/2019,9/29/2020,262,R03OH011540,SCHOOLS OF MEDICINE,PAR-12-200,5R03OH011540-02,NIOSH:84750\,Non-SBIR/STTR RPGs,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,NEW YORK,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,13,78861598,US,3839801,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,100296574,"Occupational exposures that may reduce male fertility remain poorly understood, as do intergenerational contributions of fetal exposure to chemicals occurring in a male's mother's work. Using a unique set of male and male-maternal questionnaire data, we will model effects of work exposures of two generations on men's semen and hormonal parameters. The findings of this study will help inform efforts to reduce work hazards and exposures in both fertile men and women and cross-generationally.",1975817; ,"MEYER, JOHN D;",,9/30/2018,9/29/2020,,"Transgenerational work exposures, EDCs and male fertility",11540,SOH,Safety and Occupational Health Study Section ,,,2,,,84750,
9816582,I21,VA,5,N,9/17/2019,10/1/2019,9/30/2020,999,I21RX002878,,RFA-RX-18-002,5I21RX002878-02,,RESEARCH CENTERS,2019,Veterans Affairs,,EAST ORANGE,UNITED STATES,,10,87286308,US,10018809,VA NEW JERSEY HEALTH CARE SYSTEM,NJ,70181023,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease afflicting individuals who have received multiple mild concussions. It appears to be present in a large percentage of professional players of contact sports, and has been repeatedly found in studies of military veterans. The disease can have devastating effects including memory and emotional problems, suicidality and dementia. The disease typically progresses over a period of years or decades, and there is currently no known treatment that can slow or cure this process. We hypothesize that chronic neuroinflammation drives the development of CTE. In this proposal, we plan to use an animal model of CTE to test a new drug that downregulates neuroinflammation to determine whether it can block the development of CTE. If successful this will be the only treatment available for patients with this disease.",14457020; ,"DUNN-MEYNELL, AMBROSE ARTHUR;",,10/1/2018,9/30/2020,Affect; Alzheimer's disease model; Animal Disease Models; Animal Model; Anxiety; Area; Astrocytes; axon injury; base; Behavioral; Behavioral Symptoms; Brain Concussion; cerebral atrophy; Chronic; chronic traumatic encephalopathy; Clinical; clinically relevant; cranium; cytokine; Dangerousness; Data; Degenerative Disorder; Dementia; Deterioration; Development; Disease; Disease model; Disease Progression; Emotional; Erythrocytes; Erythropoietin; Experimental Autoimmune Encephalomyelitis; Experimental Models; experimental study; Explosion; Exposure to; Head; Hematopoiesis; Human; Immune; Immunohistochemistry; Individual; Inflammation; Inflammatory; Inflammatory Response; Injury; Laboratories; Laboratory mice; Lead; Literature; Memory; Memory Loss; Mild Concussions; Military Personnel; Modeling; Moods; Motor; mouse model; Mus; Names; Nerve Degeneration; Neurodegenerative Disorders; neuroinflammation; Neurologic; neuropathology; novel; novel therapeutics; Patients; Peptide Fragments; Peptides; preclinical trial; Process; programs; Publishing; Rehabilitation Research; Reporting; Research; Research Personnel; response; side effect; Soldier; Sports; Suicide; Symptoms; Tauopathies; Testing; treatment effect; Veterans; Work; ,Treatment of chronic traumatic encephalopathy in a mouse model with a side effect free erythropoietin derived immune modulator.,2878,RRDS,Rehabilitation Research and Development SPiRE Program ,,,2,,,,
9825392,I01,VA,5,N,8/13/2019,10/1/2019,9/30/2020,999,I01RX002936,,RFA-RX-18-003,5I01RX002936-02,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,PROVIDENCE,UNITED STATES,,2,182465745,US,10018779,PROVIDENCE VA  MEDICAL CENTER,RI,29084734,"Women with upper limb amputation appear to be less satisfied with prostheses than men, and as a result may choose not to wear prostheses, or to wear devices that look good but offer minimal function. Understanding the needs of women Veterans with amputation is a priority for the Department of Veterans Affairs, given that there is very little research on this topic, and most of it comes from studies conducted outside of the United States and with civilians. Furthermore, the tools that are used to measure upper limb prosthesis satisfaction and function were developed for men with amputation and may not reflect the issues or concerns most important to women. The proposed study will modify existing tools to accurately measure how women with upper limb amputations feel about prostheses and how they use them in everyday activities. These tools will then be used in a national study of Veterans with upper limb amputation.",8013105; ,"RESNIK, LINDA J.;",,10/1/2018,9/30/2021,Address; Adult; Amputation; Amputees; arm; base; Baseline Surveys; Bilateral; Calibration; Caring; Categories; Client satisfaction; clinical decision-making; Cognitive; cognitive interview; comparative effectiveness; cost; Data; Development; Device Designs; Devices; Dimensions; effectiveness research; Evaluation; experience; Female; Freedom; Funding; Future; Gender; Generations; Goals; improved; Life; limb amputation; Limb Prosthesis; male; male health; man; Measurement; Measures; men; Methods; orthotics; Outcome; Outcome Measure; Paper; Participant; Patient Outcomes Assessments; patient response; Patient Self-Report; Performance; Persons; Property; Prosthesis; prosthesis wearer; Psychometrics; Questionnaires; Rehabilitation therapy; Research; Research Personnel; residual limb health; Respondent; Sampling; satisfaction; service member; sex; Sex Functioning; Shoulder; sound; Surgical Disarticulation; Surveys; systematic review; Telephone; Telephone Interviews; Testing; tool; United States; Upper Extremity; Validation; Veterans; wearable device; Woman; Work; ,Validation of patient reported outcomes for female Veterans with upper limb amputation,2936,RRD5,Rehabilitation Engineering & Prosthetics/Orthotics  ,,,2,,,,
9833816,IK1,VA,1,N,9/26/2019,10/1/2019,9/30/2020,999,IK1RX003208,,RFA-RX-18-015,1IK1RX003208-01,,OTHERS,2019,Veterans Affairs,,PHILADELPHIA,UNITED STATES,,3,71609291,US,481078,PHILADELPHIA VA MEDICAL CENTER,PA,191044551,"Cartilage injury creates local discontinuities in native tissue structure and function, and disrupts the mechanical and biological properties of tissue at the defect boundary, initiating a vicious cycle of wear that culminates in joint-wide osteoarthritis. The goal of this work is to (1) develop a novel biomaterial that can target defected cartilage and (2) tune the adhesive and mechanical properties of the material to direct cell function towards producing a low-permeability barrier. This ?biosealant? is designed to restore fluid pressurization capacity and prevent proteoglycan loss at the cartilage defect site. Coupled with stem cell injections, this therapeutic has the potential to delay, if not prevent, the debilitating progression of osteoarthritis in both veteran and non-veteran patients with cartilage injuries.",15239973; ,"PATEL, JAY M;",,10/1/2019,9/30/2021,Address; Adhesives; Aldehydes; Animal Model; Animals; articular cartilage; base; Biocompatible Materials; Biological; Biology; biomechanical engineering; Biomechanics; Biopolymers; Cadaver; career; Cartilage; Cartilage injury; Cartilage Matrix; cartilage repair; Cell Adhesion; Cell physiology; Cell-Matrix Junction; Cells; Cicatrix; Clinical Management; clinical translation; Clinical Treatment; Coupled; Cues; Defect; Degenerative polyarthritis; density; Deposition; design; Development; Elements; Environment; experience; Extracellular Matrix; Fiber; fluid flow; Goals; Growth; Human; Hyaline Cartilage; Hyaluronic Acid; Implant; implantation; improved; improved outcome; In Vitro; in vivo; Injectable; Injections; Injury; innovation; insight; Interruption; Joints; Knee; Knowledge; Liquid substance; mechanical properties; Mechanics; Meniscus structure of joint; Mentors; Mentorship; Methacrylates; Methods; Miniature Swine; Modeling; Modification; Molecular; Molecular Target; Molecular Weight; Musculoskeletal; Natural regeneration; novel; novel therapeutics; osteogenic; Patients; Pennsylvania; Peptides; Permeability; Phenotype; Physical environment; Physiological; post-doctoral training; preservation; pressure; prevent; progenitor; Property; Proteoglycan; recruit; repaired; Research; Research Personnel; response; scaffold; Seasons; Site; skills; stem; Stem cells; Structure; Surface; Surgical Models; System; Techniques; Testing; Therapeutic; Therapeutic Agents; Thick; Tissue Engineering; tissue regeneration; tissue repair; Tissues; Translational Research; Treatment Efficacy; Universities; Veterans; Weight-Bearing state; Work; ,Tuning the Delivery and Response of Injectable Stem Cells for Cartilage Repair,3208,RRD8,Career Development Program - Panel I ,,,1,,,,
9837200,I01,VA,1,N,9/10/2019,10/1/2019,9/30/2020,999,I01HX003011,,RFA-HX-18-020,1I01HX003011-01,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,PHILADELPHIA,UNITED STATES,,3,71609291,US,481078,PHILADELPHIA VA MEDICAL CENTER,PA,191044551,Not Required.,11331900 (contact); 7349567; ,"BURKE, ROBERT EDWARD (contact); WERNER, RACHEL M;",,10/1/2019,6/30/2021,Long-Term Care; Modeling; Veterans; ,Building a Model VA-State Partnership to Support Non-Institutional Long-Term Care for Veterans,3011,HSN1,Innovation Initiative 1 ,,,1,,,,
9837874,I01,VA,1,N,8/26/2019,10/1/2019,9/30/2020,999,I01RX003138,,RFA-RX-18-013,1I01RX003138-01A1,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,SEATTLE,UNITED STATES,,9,20232971,US,481094,VA PUGET SOUND HEALTHCARE SYSTEM,WA,981081532,"PROJECT NARRATIVE (RELEVANCE TO VETERANS) Between 3000 and 5000 lower limb amputation surgeries are performed each year on veterans due to complications arising from diabetes or dysvascular disease [1][2]. Another several thousand, of traumatic etiology, stems from the continuing U.S. involvement in overseas conflicts [3]. Together, these veterans are among the 623,000 Americans who live with a major lower limb amputation [4]. Some of these veterans will wear a lower limb prosthesis while carrying infants, toddlers or other loads but, unlike the natural limb, most if not all their prostheses are unable to adapt to changes in weight-bearing loads resulting in undesirable compensatory responses. Unfortunately, no evidence exists to guide clinicians despite the availability of potential solutions. This research will use experimental and modeling analyses to develop evidence for VA clinicians to use when prescribing a prosthesis to their patients carry infants, toddlers, and other loads.",8528166; ,"KLUTE, GLENN ;",,10/1/2019,9/30/2022,Affect; American; Amputation; Amputees; Ankle; Anterior; arm; Back; base; Biomechanics; Body Weight; Brain; Bulla; Categories; Clinical; Conflict (Psychology); Data; Diabetes Mellitus; Disease; Energy Metabolism; Equilibrium; Etiology; experience; Experimental Designs; Experimental Models; experimental study; foot; Freedom; Gait; Goals; Heel; human subject; improved; Individual; Infant; Inflammation; Injury; innovation; insight; instrument; joint loading; Knee; Life; limb amputation; Limb Prosthesis; Limb structure; Lower Extremity; Manufacturer Name; Methods; Modeling; models and simulation; Motor; Muscle; Musculoskeletal; neuromuscular system; Occupations; Operative Surgical Procedures; Pain; Participant; Patient Self-Report; Patients; Performance; Property; Prosthesis; prosthetic foot; Randomized; Research; response; sensor; Side; Specific qualifier value; standard of care; stem; Stress Fractures; Toddler; treadmill; Veterans; volunteer; Walking; Weight Gain; Weight-Bearing state; Work; ,"Lower limb prostheses for individuals who carry infants, toddlers, and other loads",3138,RRD5,Rehabilitation Engineering & Prosthetics/Orthotics  ,,A1,1,,,,
9858928,R36,HS,1,N,9/6/2019,9/30/2019,9/29/2020,226,R36HS027142,SCH OF BUSINESS/PUBLIC ADMIN,PA-18-765,1R36HS027142-01,AHRQ:40338\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,PHILADELPHIA,UNITED STATES,NONE,3,42250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"Project Narrative Public and private payers have introduced perinatal bundled payments with increasing frequency in recent years in order to address excessive use of services like Cesarean sections, high maternal health care costs and poor health outcomes. This study will examine the introduction of perinatal bundled payments by Medicaid in three states to provide evidence of their effects on costs, health outcomes and access to care.",15734424; ,"DYKSTRA, SARAH ;","KWON, HARRY",9/30/2019,9/29/2020,,Can Value-Based Payments Shift Practice Patterns and Improve Outcomes? Evidence from Medicaid Perinatal Bundles,27142,HCRT,HSR Health Care Research Training SS ,,,1,,,40338,
9859877,R36,HS,1,N,9/4/2019,9/30/2019,6/30/2020,226,R36HS026835,SCHOOLS OF PUBLIC HEALTH,PA-18-765,1R36HS026835-01A1,AHRQ:41544\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,LOS ANGELES,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"PROJECT NARRATIVE The Affordable Care Act (ACA) has drastically changed the health insurance landscape in the United States, altering the available coverage options and increasing the number of Americans coming into direct contact with the insurance decision-making process. Using three distinct data sets, the proposed dissertation seeks to further our understanding of consumer health insurance decision-making under the ACA, including identifying how consumers respond to state and federal health insurance policy changes and exploring how various subpopulations evaluate and weigh health plan and insurance market characteristics differently. The results from this study will update the available literature on consumer health insurance decision-making and assist policymakers, insurers, and agencies to better anticipate how consumers will respond to policies and regulations that affect health insurance.",14140917; ,"RASMUSSEN, PETRA WILLIS;","KWON, HARRY",9/30/2019,6/30/2020,,Understanding Consumer Health Insurance Decision-Making Under the Affordable Care Act: A three-paper dissertation,26835,HCRT,HSR Health Care Research Training SS ,,A1,1,,,41544,
9867176,R01,HS,1,N,9/4/2019,9/30/2019,8/31/2020,226,R01HS027200,SCHOOLS OF MEDICINE,PA-17-008,1R01HS027200-01,AHRQ:497735\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,COLUMBUS,UNITED STATES,MISCELLANEOUS,3,832127323,US,6218701,OHIO STATE UNIVERSITY,OH,432101016,"PROJECT NARRATIVE Geographic Information Systems (GIS) and spatial analysis have become important tools in public health informatics but have rarely been applied to the hospital setting. In this study we apply these tools to address the challenge of Hospital Acquired Infections (HAI) by building, implementing, and evaluating a new computer application which incorporates mapping and geographic data to assist hospital epidemiologists in identifying HAI clusters and assessing transmission risk. We expect that incorporation of geographic information into the workflow of hospital epidemiologists will have a profound effect on our understanding of disease transmission and HAI risk factors in the hospital setting, radically altering the workflow and speed of response of infection preventionists and improving their ability to prevent HAI.",11658871 (contact); 10938547; ,"HEBERT, COURTNEY L. (contact); ROOT, ELISABETH DOWLING;","GRAY, DARRYL T",9/30/2019,8/31/2024,,GeoHAI: A novel geographic tool for Hospital Acquired Infection visualization and assessment,27200,HITR,Healthcare Information Technology Research ,,,1,,,497735,
